matriz_id,especie,raca,idade,paridade,ecc,historico_sucesso
CA-M-00425,caprino,Moxoto,3.0,4,3.3,0.47
CA-M-00426,caprino,Anglo Nubiana,6.1,1,2.4,0.13
CA-M-00427,caprino,Saanen,4.4,4,2.5,0.62
CA-M-00428,caprino,Saanen,8.2,4,3.5,0.33
CA-M-00429,caprino,Saanen,7.8,4,3.2,0.58
CA-M-00430,caprino,Alpina,8.8,1,2.7,0.09
CA-M-00431,caprino,Saanen,3.2,3,3.0,0.49
CA-M-00432,caprino,Pardo Alpina,10.0,1,4.1,0.69
CA-M-00433,caprino,Pardo Alpina,8.2,5,3.8,0.67
CA-M-00434,caprino,Moxoto,4.5,0,3.1,0.5
CA-M-00435,caprino,Moxoto,2.1,5,3.6,0.54
CA-M-00436,caprino,Saanen,4.1,0,3.3,0.45
CA-M-00437,caprino,Alpina,2.0,1,2.3,0.49
CA-M-00438,caprino,Boer,6.5,4,2.2,0.68
CA-M-00439,caprino,Alpina,2.0,5,2.7,0.4
CA-M-00440,caprino,Anglo Nubiana,4.9,4,2.4,0.42
CA-M-00441,caprino,Boer,7.0,2,3.3,0.23
CA-M-00442,caprino,Caninde,5.1,1,2.9,0.68
CA-M-00443,caprino,Alpina,8.9,3,3.4,0.49
CA-M-00444,caprino,Anglo Nubiana,3.2,2,3.4,0.3
CA-M-00445,caprino,Saanen,5.7,1,3.5,0.71
CA-M-00446,caprino,Boer,9.2,3,2.7,0.53
CA-M-00447,caprino,Pardo Alpina,4.2,2,3.5,0.39
CA-M-00448,caprino,Anglo Nubiana,5.3,5,2.7,0.72
CA-M-00449,caprino,Saanen,9.4,0,3.6,0.47
CA-M-00450,caprino,Alpina,5.5,4,3.8,0.23
CA-M-00451,caprino,Saanen,8.8,4,3.6,0.73
CA-M-00452,caprino,Anglo Nubiana,9.5,4,3.1,0.37
CA-M-00453,caprino,Pardo Alpina,3.3,4,3.5,1.0
CA-M-00454,caprino,Pardo Alpina,8.1,5,2.4,0.45
CA-M-00455,caprino,Boer,6.9,1,2.3,0.14
CA-M-00456,caprino,Anglo Nubiana,9.9,2,3.4,0.89
CA-M-00457,caprino,Alpina,6.3,5,3.9,0.53
CA-M-00458,caprino,Boer,8.1,0,2.6,0.59
CA-M-00459,caprino,Boer,4.1,4,3.2,0.62
CA-M-00460,caprino,Boer,6.5,4,3.4,0.27
CA-M-00461,caprino,Boer,8.0,3,2.9,0.11
CA-M-00462,caprino,Pardo Alpina,9.7,0,3.0,0.93
CA-M-00463,caprino,Moxoto,3.3,3,3.5,0.23
CA-M-00464,caprino,Alpina,1.7,2,3.3,0.87
CA-M-00465,caprino,Anglo Nubiana,9.8,0,3.3,0.64
CA-M-00466,caprino,Boer,6.4,4,2.7,0.57
CA-M-00467,caprino,Anglo Nubiana,1.2,4,3.2,0.45
CA-M-00468,caprino,Alpina,5.7,3,3.0,1.0
CA-M-00469,caprino,Saanen,9.4,0,3.0,0.4
CA-M-00470,caprino,Moxoto,9.9,2,2.9,0.41
CA-M-00471,caprino,Boer,3.9,3,3.2,0.67
CA-M-00472,caprino,Anglo Nubiana,8.0,3,2.8,0.4
CA-M-00473,caprino,Saanen,5.1,3,3.2,0.34
CA-M-00474,caprino,Boer,4.6,1,3.0,0.53
CA-M-00475,caprino,Anglo Nubiana,7.8,4,2.7,0.68
CA-M-00476,caprino,Boer,3.4,0,2.2,0.92
CA-M-00477,caprino,Anglo Nubiana,4.8,5,3.7,0.96
CA-M-00478,caprino,Anglo Nubiana,3.2,2,3.6,0.18
CA-M-00479,caprino,Boer,2.3,4,2.8,0.75
CA-M-00480,caprino,Pardo Alpina,4.4,0,3.5,0.34
CA-M-00481,caprino,Caninde,9.6,4,2.7,0.35
CA-M-00482,caprino,Anglo Nubiana,4.8,5,3.0,0.43
CA-M-00483,caprino,Boer,7.1,5,2.9,0.42
CA-M-00484,caprino,Pardo Alpina,3.6,2,3.1,0.33
CA-M-00485,caprino,Moxoto,8.8,2,3.5,0.07
CA-M-00486,caprino,Pardo Alpina,6.6,5,3.0,0.83
CA-M-00487,caprino,Boer,9.6,3,3.0,0.72
CA-M-00488,caprino,Caninde,3.9,5,3.6,0.54
CA-M-00489,caprino,Alpina,5.8,1,3.2,0.35
CA-M-00490,caprino,Anglo Nubiana,2.7,2,2.9,0.79
CA-M-00491,caprino,Anglo Nubiana,2.2,1,3.3,0.53
CA-M-00492,caprino,Moxoto,6.3,2,3.7,0.42
CA-M-00493,caprino,Caninde,8.2,5,3.7,0.21
CA-M-00494,caprino,Boer,2.8,5,2.5,0.65
CA-M-00495,caprino,Alpina,7.3,3,2.6,0.47
CA-M-00496,caprino,Boer,7.0,0,3.7,0.59
CA-M-00497,caprino,Alpina,5.3,2,3.1,0.57
CA-M-00498,caprino,Boer,7.9,2,2.1,0.67
CA-M-00499,caprino,Boer,6.3,4,2.8,0.58
