matriz_id,especie,raca,idade,paridade,ecc,historico_sucesso
BO-M-00452,bovino,Brahman,3.2,0,3.3,1.0
BO-M-00453,bovino,Nelore,2.5,2,3.2,0.21
BO-M-00454,bovino,Nelore,9.5,4,3.3,0.4
BO-M-00455,bovino,Nelore,9.0,2,2.9,0.43
BO-M-00456,bovino,Mestico,8.0,5,3.2,0.38
BO-M-00457,bovino,Senepol,5.7,5,2.4,0.33
BO-M-00458,bovino,Brahman,5.4,2,3.3,0.49
BO-M-00459,bovino,Angus,5.8,0,3.4,0.31
BO-M-00460,bovino,Senepol,5.8,2,3.1,0.62
BO-M-00461,bovino,Nelore,4.9,1,2.4,0.56
BO-M-00462,bovino,Guzera,2.2,2,3.7,0.65
BO-M-00463,bovino,Nelore,2.1,3,3.4,0.65
BO-M-00464,bovino,Senepol,9.6,2,2.8,0.67
BO-M-00465,bovino,Angus,5.3,1,3.1,0.48
BO-M-00466,bovino,Angus,9.6,1,2.4,0.97
BO-M-00467,bovino,Guzera,2.5,4,2.7,0.6
BO-M-00468,bovino,Nelore,6.0,0,2.9,0.18
BO-M-00469,bovino,Senepol,2.9,1,3.8,0.35
BO-M-00470,bovino,Nelore,3.3,5,2.9,0.2
BO-M-00471,bovino,Senepol,1.3,0,3.5,0.55
BO-M-00472,bovino,Nelore,2.1,2,2.9,0.53
BO-M-00473,bovino,Nelore,9.3,1,3.3,0.46
BO-M-00474,bovino,Nelore,3.9,0,3.1,0.95
BO-M-00475,bovino,Nelore,6.5,2,3.6,0.66
BO-M-00476,bovino,Nelore,5.2,3,2.9,0.7
BO-M-00477,bovino,Angus,4.6,1,2.4,0.36
BO-M-00478,bovino,Angus,5.8,0,2.5,0.35
BO-M-00479,bovino,Nelore,2.7,0,2.9,0.56
BO-M-00480,bovino,Nelore,9.9,3,2.6,0.58
BO-M-00481,bovino,Nelore,8.4,5,3.4,0.18
BO-M-00482,bovino,Senepol,7.7,1,3.0,0.51
BO-M-00483,bovino,Nelore,5.2,1,4.4,0.55
BO-M-00484,bovino,Nelore,2.4,2,2.3,0.51
BO-M-00485,bovino,Nelore,9.3,2,3.3,0.39
BO-M-00486,bovino,Senepol,4.1,1,2.6,0.44
BO-M-00487,bovino,Nelore,1.5,0,3.0,0.51
BO-M-00488,bovino,Senepol,4.1,3,3.3,0.57
BO-M-00489,bovino,Senepol,8.2,2,2.0,0.67
BO-M-00490,bovino,Brahman,6.6,2,3.3,0.77
BO-M-00491,bovino,Angus,7.8,1,4.2,0.49
BO-M-00492,bovino,Angus,8.1,5,3.0,0.46
BO-M-00493,bovino,Nelore,2.9,3,3.3,0.64
BO-M-00494,bovino,Brahman,9.3,2,3.7,0.67
BO-M-00495,bovino,Senepol,4.9,1,3.1,0.46
BO-M-00496,bovino,Nelore,6.8,4,2.9,0.71
BO-M-00497,bovino,Angus,1.0,5,2.1,0.75
BO-M-00498,bovino,Nelore,9.9,0,3.5,0.81
BO-M-00499,bovino,Senepol,3.5,5,3.1,0.91
